ds,IS_CGNA,BUSINESS_SEGMENT,MX_TYPE,y,TOT_SUB,AVG_SUB,AVG_ITEM_PRICE,AVG_ITEM_CT
2025-07-15,1,Classic,Enterprise,192053,4989308.32,25.9788096,4.873818321,5.330279
2025-07-16,1,Classic,Enterprise,194708,5052625.56,25.94975841,4.921765655,5.272449
2025-07-17,1,Classic,Enterprise,203178,5294513.01,26.05849556,4.982784998,5.229705
2025-07-18,1,Classic,Enterprise,212197,5561921.88,26.211124,5.053788696,5.186431
2025-07-19,1,Classic,Enterprise,229545,6147592.75,26.78164521,5.124552676,5.226143
2025-07-20,1,Classic,Enterprise,230420,6171710.03,26.78461084,4.924371622,5.439194
2025-07-21,1,Classic,Enterprise,199447,5160568.04,25.87438287,4.866578059,5.316751
2025-07-22,1,Classic,Enterprise,191909,4915835.05,25.61544821,4.967351452,5.156762
2025-07-23,1,Classic,Enterprise,193993,4984608.28,25.69478424,5.018078866,5.120442
2025-07-24,1,Classic,Enterprise,203819,5227495.37,25.64773338,5.03269485,5.096223
2025-07-25,1,Classic,Enterprise,217230,5615076.86,25.84853317,5.113796917,5.054666
2025-07-26,1,Classic,Enterprise,231949,6085347.8,26.23571475,5.160686888,5.083764
2025-07-27,1,Classic,Enterprise,230950,6090629.42,26.37206937,4.949799607,5.327906
2025-07-28,1,Classic,Enterprise,203891,5256789.93,25.78235395,4.886482512,5.27626
2025-07-29,1,Classic,Enterprise,200191,5089396.7,25.42270482,4.9488975,5.137044
2025-07-30,1,Classic,Enterprise,201605,5115222.8,25.37249969,4.968160287,5.107021
2025-07-31,1,Classic,Enterprise,214554,5465461.19,25.47359262,5.009744749,5.084808
2025-08-01,1,Classic,Enterprise,233006,6216012.08,26.67747646,5.194546138,5.13567
2025-08-02,1,Classic,Enterprise,239198,6462733.24,27.01834146,5.142806291,5.253618
2025-08-03,1,Classic,Enterprise,236161,6367233.12,26.96140819,4.951219112,5.445408
2025-08-04,1,Classic,Enterprise,203625,5381788.79,26.42990198,4.915472646,5.376879
2025-08-05,1,Classic,Enterprise,194261,5109404.85,26.30175305,4.990564537,5.270296
2025-08-06,1,Classic,Enterprise,195971,5079270.97,25.91848268,4.985141528,5.199147
2025-08-07,1,Classic,Enterprise,204466,5466035.19,26.73322308,5.083908306,5.2584
2025-08-08,1,Classic,Enterprise,215628,5915169.35,27.43228778,5.210023878,5.26529
2025-08-09,1,Classic,Enterprise,232116,6354437.92,27.37613056,5.125195626,5.34148
2025-08-10,1,Classic,Enterprise,231989,6343242.77,27.34286009,4.932782635,5.54309
2025-08-11,1,Classic,Enterprise,197549,5300425.99,26.83094316,4.909224609,5.465414
2025-08-12,1,Classic,Enterprise,191294,5103024.49,26.67634369,4.997218385,5.338239
2025-08-13,1,Classic,Enterprise,190509,5097414.96,26.75681968,5.036224828,5.312872
2025-08-14,1,Classic,Enterprise,199376,5313400.3,26.65014997,5.02770118,5.300663
2025-08-15,1,Classic,Enterprise,206954,5614182.49,27.12768292,5.152323095,5.265136
2025-08-16,1,Classic,Enterprise,224513,6170123.1,27.48225314,5.183182881,5.302196
2025-08-17,1,Classic,Enterprise,224838,6221063.82,27.66909428,4.92597168,5.616982
2025-08-18,1,Classic,Enterprise,187929,5026231.58,26.74537501,4.951854722,5.401082
2025-08-19,1,Classic,Enterprise,182123,4847237.73,26.61518715,5.003636393,5.319169
2025-08-20,1,Classic,Enterprise,185299,4892589.88,26.4037576,5.03782016,5.241108
2025-08-21,1,Classic,Enterprise,194453,5159025.63,26.53096445,5.077916077,5.224774
2025-08-22,1,Classic,Enterprise,203860,5444503.11,26.70706912,5.222134192,5.114206
2025-08-23,1,Classic,Enterprise,230163,6229196.36,27.0642821,5.227230385,5.177557
2025-08-24,1,Classic,Enterprise,231555,6279581.21,27.11917778,5.004112898,5.419378
2025-08-25,1,Classic,Enterprise,186977,4984791.6,26.6599186,4.97560663,5.358124
2025-08-26,1,Classic,Enterprise,181740,4746505.15,26.11700864,5.031814038,5.190376
2025-08-27,1,Classic,Enterprise,182068,4764938.69,26.17120356,5.101751203,5.129847
2025-08-28,1,Classic,Enterprise,195228,5112200.99,26.18579809,5.147046495,5.087539
2025-08-29,1,Classic,Enterprise,214625,5832471.87,27.1751747,5.229312507,5.196701
2025-08-30,1,Classic,Enterprise,241730,6547754.98,27.08705986,5.232523556,5.176672
2025-08-31,1,Classic,Enterprise,236620,6245824.01,26.39601052,5.099718397,5.175974
2025-09-01,1,Classic,Enterprise,226993,6098952.2,26.86845938,5.005849807,5.367412
2025-09-02,1,Classic,Enterprise,182060,4822167.94,26.48669636,5.017634926,5.278721
2025-09-03,1,Classic,Enterprise,182681,4932487.82,27.00055189,5.006514138,5.393084
2025-09-04,1,Classic,Enterprise,189738,5091313.66,26.83338952,5.052490324,5.310923
2025-09-05,1,Classic,Enterprise,200272,5413574.59,27.03111064,5.16522046,5.233293
2025-09-06,1,Classic,Enterprise,232196,6351207.73,27.352787,5.133209942,5.328593
2025-09-07,1,Classic,Enterprise,238302,6626456.82,27.80697107,4.890016759,5.686478
2025-09-08,1,Classic,Enterprise,183733,4982374.61,27.11747269,4.922108316,5.509321
2025-09-09,1,Classic,Enterprise,176770,4819250.32,27.26282921,5.062929097,5.384794
2025-09-10,1,Classic,Enterprise,176688,4805725.13,27.19893332,5.102794518,5.330204
2025-09-11,1,Classic,Enterprise,185762,5042823.7,27.14669147,5.115437333,5.306817
2025-09-12,1,Classic,Enterprise,199323,5490756.46,27.54702899,5.271089093,5.22606
2025-09-13,1,Classic,Enterprise,232474,6470942.76,27.83512462,5.255711818,5.296166
2025-09-14,1,Classic,Enterprise,240267,6718217.87,27.96146733,5.011074929,5.579934
2025-09-15,1,Classic,Enterprise,188429,5164653.61,27.40901671,5.006474062,5.474715
2025-09-16,1,Classic,Enterprise,181245,4913614.95,27.1103476,5.111772824,5.303512
2025-09-17,1,Classic,Enterprise,190351,5134779.66,26.97532275,5.110397951,5.278517
2025-09-18,1,Classic,Enterprise,209234,5564334.47,26.59383499,5.122578655,5.191494
2025-09-19,1,Classic,Enterprise,204267,5584390.69,27.33868266,5.288569279,5.169391
2025-09-20,1,Classic,Enterprise,234142,6404240.81,27.35195228,5.242369267,5.217479
2025-09-21,1,Classic,Enterprise,243161,6681652.81,27.47830783,4.978899168,5.518952
2025-09-22,1,Classic,Enterprise,191656,5160903.83,26.92795336,5.021184354,5.362869
2025-09-23,1,Classic,Enterprise,184265,4946635.48,26.84522552,5.124650463,5.23845
2025-09-24,1,Classic,Enterprise,182472,4873727.22,26.70945252,5.165757842,5.170481
2025-09-25,1,Classic,Enterprise,197802,5302502.71,26.80712384,5.203577498,5.151672
2025-09-26,1,Classic,Enterprise,207754,5572043.98,26.82039325,5.291227931,5.068841
2025-09-27,1,Classic,Enterprise,239591,6462661.13,26.97372243,5.236511108,5.151087
2025-09-28,1,Classic,Enterprise,244252,6653405.12,27.23992074,5.004238354,5.44337
2025-09-29,1,Classic,Enterprise,192308,5084033.79,26.43693341,5.016635295,5.269854
2025-09-30,1,Classic,Enterprise,185666,4906754.56,26.42785734,5.08448792,5.197742
2025-10-01,1,Classic,Enterprise,190401,5134292.64,26.96568106,5.105208268,5.281994
2025-10-02,1,Classic,Enterprise,200085,5382537.5,26.90125447,5.115853189,5.25841
2025-10-03,1,Classic,Enterprise,210343,5786112.69,27.50798786,5.247660719,5.241952
2025-10-04,1,Classic,Enterprise,238184,6551275.59,27.50510358,5.200696353,5.288735
2025-10-05,1,Classic,Enterprise,243019,6751066.74,27.77999556,4.982763646,5.575218
2025-10-06,1,Classic,Enterprise,191423,5268165.87,27.52107046,5.01983465,5.482466
2025-10-07,1,Classic,Enterprise,186514,5059997.13,27.12931539,5.013571458,5.411176
2025-10-08,1,Classic,Enterprise,184725,5037212.31,27.26870922,5.113256663,5.332944
2025-10-09,1,Classic,Enterprise,195884,5353517.06,27.33003747,5.162046434,5.294419
2025-10-10,1,Classic,Enterprise,213366,5900075.97,27.65237184,5.233393919,5.283832
2025-10-11,1,Classic,Enterprise,240631,6763545.55,28.10754038,5.22637872,5.378014
2025-10-12,1,Classic,Enterprise,247043,6860927.84,27.77220095,4.974823142,5.58255
2025-10-13,1,Classic,Enterprise,206493,5614145.83,27.18806851,4.961184494,5.480157
2025-10-14,1,Classic,Enterprise,185701,4989802.53,26.87008971,5.052841784,5.317817
2025-10-15,1,Classic,Enterprise,187834,5075553.06,27.02148205,5.068963408,5.330771
2025-10-16,1,Classic,Enterprise,196979,5337152.96,27.09503531,5.178851021,5.231862
2025-10-17,1,Classic,Enterprise,206339,5685288.22,27.55314419,5.330185905,5.169265
2025-10-18,1,Classic,Enterprise,234516,6451506.22,27.5098766,5.288726756,5.201607
2025-10-19,1,Classic,Enterprise,243550,6777098.62,27.82631336,4.984139254,5.582973
2025-10-20,1,Classic,Enterprise,194159,5316956.21,27.38454674,5.037262225,5.436395
2025-10-21,1,Classic,Enterprise,187052,5048792.04,26.99138229,5.140927747,5.250294
2025-10-22,1,Classic,Enterprise,188169,5077792.64,26.98527728,5.180110176,5.209402
2025-10-23,1,Classic,Enterprise,196705,5276874.92,26.82633853,5.257878206,5.102122
2025-10-24,1,Classic,Enterprise,210027,5691321.23,27.09804563,5.372911735,5.043456
2025-10-25,1,Classic,Enterprise,244600,6653432.94,27.20127939,5.365455377,5.069706
2025-10-26,1,Classic,Enterprise,247557,6774835.03,27.36676818,5.046349356,5.423082
2025-10-27,1,Classic,Enterprise,198126,5355449.6,27.03052401,5.100131897,5.299966
2025-10-28,1,Classic,Enterprise,192011,5156022.1,26.85274333,5.207840109,5.156215
2025-10-29,1,Classic,Enterprise,196790,5236701.91,26.61060984,5.287119885,5.033101
2025-10-30,1,Classic,Enterprise,217646,5855459.41,26.90359304,5.46989729,4.918482
2025-10-31,1,Classic,Enterprise,254557,6891657.51,27.07314083,5.651966485,4.790039
2025-11-01,1,Classic,Enterprise,240726,6559623.38,27.24933485,5.351509424,5.091897
2025-11-02,1,Classic,Enterprise,238454,6580891.86,27.5981609,5.052504267,5.462274
2025-11-03,1,Classic,Enterprise,192735,5184745.89,26.90090482,5.017148059,5.361792
2025-11-04,1,Classic,Enterprise,186179,4938576.47,26.52595873,5.134632129,5.166087
2025-11-05,1,Classic,Enterprise,185012,4935845.11,26.67851334,5.185201448,5.145126
2025-11-06,1,Classic,Enterprise,196708,5256531.61,26.72251057,5.217121474,5.122079
2025-11-07,1,Classic,Enterprise,210424,5809516.97,27.6086234,5.24791644,5.260873
2025-11-08,1,Classic,Enterprise,244695,6864217.55,28.05213654,5.157614491,5.438975
2025-11-09,1,Classic,Enterprise,256757,7245606.79,28.21970497,4.968645494,5.679557
2025-11-10,1,Classic,Enterprise,206130,5644880.17,27.3850491,4.931016859,5.553631
2025-11-11,1,Classic,Enterprise,207059,5692422.59,27.49179021,4.979175602,5.521354
2025-11-12,1,Classic,Enterprise,189038,5085371.91,26.90132095,5.057982932,5.318587
2025-11-13,1,Classic,Enterprise,201233,5455252.95,27.10913692,5.067606399,5.349495
2025-11-14,1,Classic,Enterprise,213517,5963117.79,27.92807032,5.143851429,5.429408
2025-11-15,1,Classic,Enterprise,251439,7042682.02,28.00950537,5.15518746,5.433266
2025-11-16,1,Classic,Enterprise,259138,7240317.91,27.94000845,4.936007143,5.660447
2025-11-17,1,Classic,Enterprise,201993,5503057.01,27.24380058,4.898124001,5.562089
2025-11-18,1,Classic,Enterprise,194232,5260269.74,27.08240527,4.991521245,5.425682
2025-11-19,1,Classic,Enterprise,82591,1969605.74,23.84770423,5.030664436,4.740468
