ds,y,AVG_SUB,AVG_ITEM_PRICE,AVG_ITEM_CT,day_of_week,is_weekend,month,quarter,day_of_month,week_of_year,time_index,year,is_holiday,is_holiday_adjacent,is_new_years,is_july4,is_christmas,is_thanksgiving_period,is_super_bowl_period,lag_364,lag_364_avg
2024-11-21,172628,24.9836116,4.84222813,5.159528,3,0,11,4,21,47,325,2024,0,0,0,0,0,0,0,0.0,0.0
2024-11-22,184925,25.4823838,4.97144134,5.125754,4,0,11,4,22,47,326,2024,0,0,0,0,0,1,0,0.0,0.0
2024-11-23,210096,25.8087063,4.91749107,5.248348,5,1,11,4,23,47,327,2024,0,0,0,0,0,1,0,0.0,0.0
2024-11-24,208123,25.3685068,4.76597823,5.322833,6,1,11,4,24,47,328,2024,0,0,0,0,0,1,0,0.0,0.0
2024-11-25,169716,24.5921191,4.74098737,5.18713,0,0,11,4,25,48,329,2024,0,0,0,0,0,1,0,0.0,0.0
2024-11-26,168525,25.7648181,4.82142469,5.343818,1,0,11,4,26,48,330,2024,0,0,0,0,0,1,0,0.0,0.0
2024-11-27,201295,27.1034198,4.73723031,5.721364,2,0,11,4,27,48,331,2024,0,1,0,0,0,1,0,0.0,0.0
2024-11-28,224628,23.8904761,4.557349,5.242187,3,0,11,4,28,48,332,2024,1,1,0,0,0,1,0,0.0,0.0
2024-11-29,171397,24.5086105,5.15077262,4.75824,4,0,11,4,29,48,333,2024,0,1,0,0,0,0,0,0.0,0.0
2024-11-30,199655,25.2481955,5.06806797,4.981819,5,1,11,4,30,48,334,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-01,206678,25.6793326,4.84240035,5.303017,6,1,12,4,1,48,335,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-02,171854,25.4750112,4.79825711,5.309222,0,0,12,4,2,49,336,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-03,170299,25.9092139,4.82780893,5.366661,1,0,12,4,3,49,337,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-04,182644,25.5861123,4.81494026,5.3139,2,0,12,4,4,49,338,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-05,182690,25.6794508,4.79846623,5.351596,3,0,12,4,5,49,339,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-06,189547,25.7379439,4.88675002,5.266884,4,0,12,4,6,49,340,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-07,215285,26.3325463,4.87167891,5.40523,5,1,12,4,7,49,341,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-08,217657,26.3930121,4.73398443,5.575222,6,1,12,4,8,49,342,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-09,171820,25.70185,4.6470356,5.530805,0,0,12,4,9,50,343,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-10,165603,25.5356941,4.75583916,5.369335,1,0,12,4,10,50,344,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-11,169804,25.6120063,4.81202981,5.322495,2,0,12,4,11,50,345,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-12,181333,25.6465873,4.86264217,5.274208,3,0,12,4,12,50,346,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-13,191820,26.1490554,4.99507733,5.234965,4,0,12,4,13,50,347,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-14,217847,26.3905721,4.93521585,5.3474,5,1,12,4,14,50,348,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-15,221079,26.2501706,4.7552439,5.520257,6,1,12,4,15,50,349,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-16,177249,25.4494597,4.76494883,5.340972,0,0,12,4,16,51,350,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-17,169092,25.5391673,4.87308984,5.240857,1,0,12,4,17,51,351,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-18,171634,25.4432744,4.9859006,5.103045,2,0,12,4,18,51,352,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-19,183954,25.3533042,4.99652003,5.074192,3,0,12,4,19,51,353,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-20,197297,26.0428339,5.10228354,5.104153,4,0,12,4,20,51,354,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-21,216842,26.6062781,5.07755222,5.239981,5,1,12,4,21,51,355,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-22,216182,26.5023981,4.94647303,5.357837,6,1,12,4,22,51,356,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-23,196225,26.9529662,5.00708225,5.382969,0,0,12,4,23,52,357,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-24,235036,29.5169765,5.13746614,5.745435,1,0,12,4,24,52,358,2024,0,1,0,0,1,0,0,0.0,0.0
2024-12-25,172261,21.7546384,5.02532561,4.329001,2,0,12,4,25,52,359,2024,1,1,0,0,1,0,0,0.0,0.0
2024-12-26,199439,24.0182826,4.85233583,4.949839,3,0,12,4,26,52,360,2024,0,1,0,0,1,0,0,0.0,0.0
2024-12-27,212669,25.1905206,4.84372557,5.20065,4,0,12,4,27,52,361,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-28,216812,25.1436224,4.87778257,5.154724,5,1,12,4,28,52,362,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-29,214283,25.1557827,4.78960963,5.252157,6,1,12,4,29,52,363,2024,0,0,0,0,0,0,0,0.0,0.0
2024-12-30,191515,24.55737002,7.583879125,3.238101,0,0,12,4,30,1,364,2024,0,0,0,0,0,0,0,175316.0,175316.0
2024-12-31,221102,26.2643541,4.961896698,5.293209,1,0,12,4,31,1,365,2024,0,1,0,0,0,0,0,151934.0,163625.0
2025-01-01,230411,24.26880722,4.980268046,4.872992,2,0,1,1,1,1,366,2025,1,1,1,0,0,0,0,148870.0,158706.66666666666
2025-01-02,199359,24.75332571,4.654350378,5.31832,3,0,1,1,2,1,367,2025,0,1,1,0,0,0,0,152716.0,157209.0
2025-01-03,208936,26.05927739,4.667470633,5.583169,4,0,1,1,3,1,368,2025,0,0,0,0,0,0,0,157270.0,157221.2
2025-01-04,226940,26.9466307,4.630853054,5.818935,5,1,1,1,4,1,369,2025,0,0,0,0,0,0,0,176762.0,160478.0
2025-01-05,228604,27.05469104,4.543168467,5.955027,6,1,1,1,5,1,370,2025,0,0,0,0,0,0,0,178098.0,162995.14285714287
2025-01-06,183415,25.80921479,4.545168108,5.678385,0,0,1,1,6,2,371,2025,0,0,0,0,0,0,0,143471.0,158445.85714285713
2025-01-07,178009,26.36438894,4.633905007,5.689454,1,0,1,1,7,2,372,2025,0,0,0,0,0,0,0,143855.0,157291.7142857143
2025-01-08,187104,26.3881615,4.63166391,5.697339,2,0,1,1,8,2,373,2025,0,0,0,0,0,0,0,135685.0,155408.14285714287
2025-01-09,200119,26.94294725,4.596950705,5.861048,3,0,1,1,9,2,374,2025,0,0,0,0,0,0,0,141383.0,153789.14285714287
2025-01-10,203071,27.18941804,4.628785776,5.873985,4,0,1,1,10,2,375,2025,0,0,0,0,0,0,0,155434.0,153526.85714285713
2025-01-11,214854,26.92383055,4.763275043,5.652378,5,1,1,1,11,2,376,2025,0,0,0,0,0,0,0,177781.0,153672.42857142858
2025-01-12,228020,26.39671081,4.63301592,5.697522,6,1,1,1,12,2,377,2025,0,0,0,0,0,0,0,185062.0,154667.2857142857
2025-01-13,179971,25.65259047,4.62524669,5.54621,0,0,1,1,13,3,378,2025,0,0,0,0,0,0,0,171416.0,158659.42857142858
2025-01-14,176262,25.77128196,4.737231057,5.440157,1,0,1,1,14,3,379,2025,0,0,0,0,0,0,0,152575.0,159905.14285714287
2025-01-15,179493,25.88090516,4.782325822,5.411782,2,0,1,1,15,3,380,2025,0,0,0,0,0,0,0,148159.0,161687.14285714287
2025-01-16,190204,25.73737061,4.811108333,5.349572,3,0,1,1,16,3,381,2025,0,0,0,0,0,0,0,149345.0,162824.57142857142
2025-01-17,199225,26.11825976,4.882855706,5.348972,4,0,1,1,17,3,382,2025,0,0,0,0,0,0,0,160203.0,163505.85714285713
2025-01-18,231333,26.8652143,4.833058521,5.558636,5,1,1,1,18,3,383,2025,0,0,0,0,0,0,0,183756.0,164359.42857142858
2025-01-19,242868,26.57892176,4.680884849,5.678183,6,1,1,1,19,3,384,2025,0,1,0,0,0,0,0,190307.0,165108.7142857143
2025-01-20,229872,25.67414787,4.598233031,5.583481,0,0,1,1,20,4,385,2025,1,1,0,0,0,0,0,150466.0,162115.85714285713
2025-01-21,203786,25.62313024,4.639325625,5.523029,1,0,1,1,21,4,386,2025,0,1,0,0,0,0,0,140764.0,160428.57142857142
2025-01-22,188950,25.78792379,4.742060311,5.438126,2,0,1,1,22,4,387,2025,0,0,0,0,0,0,0,138463.0,159043.42857142858
2025-01-23,191945,25.70501039,4.757850652,5.402652,3,0,1,1,23,4,388,2025,0,0,0,0,0,0,0,144299.0,158322.57142857142
2025-01-24,202422,25.79540173,4.829239085,5.341504,4,0,1,1,24,4,389,2025,0,0,0,0,0,0,0,153182.0,157319.57142857142
2025-01-25,234743,26.02437415,4.852950486,5.362588,5,1,1,1,25,4,390,2025,0,0,0,0,0,0,0,175535.0,156145.14285714287
2025-01-26,243910,26.01553302,4.706908066,5.527096,6,1,1,1,26,4,391,2025,0,0,0,0,0,0,0,185407.0,155445.14285714287
2025-01-27,192700,24.991567,4.664773613,5.357509,0,0,1,1,27,5,392,2025,0,0,0,0,0,0,0,143236.0,154412.2857142857
2025-01-28,184308,24.90040308,4.756205446,5.235351,1,0,1,1,28,5,393,2025,0,0,0,0,0,0,0,137422.0,153934.85714285713
2025-01-29,188482,24.90140719,4.799168721,5.188692,2,0,1,1,29,5,394,2025,0,0,0,0,0,0,0,140518.0,154228.42857142858
2025-01-30,200762,25.13573231,4.839660889,5.193697,3,0,1,1,30,5,395,2025,0,0,0,0,0,0,0,151450.0,155250.0
2025-01-31,216260,25.65125492,4.888131821,5.24766,4,0,1,1,31,5,396,2025,0,0,0,0,0,0,0,159967.0,156219.2857142857
2025-02-01,248260,26.36554773,4.862061115,5.42271,5,1,2,1,1,5,397,2025,0,0,0,0,0,0,0,180861.0,156980.14285714287
2025-02-02,249499,26.44708135,4.731692562,5.589349,6,1,2,1,2,5,398,2025,0,0,0,0,0,0,1,184982.0,156919.42857142858
2025-02-03,200310,25.92937622,4.672100465,5.549833,0,0,2,1,3,6,399,2025,0,0,0,0,0,0,0,146504.0,157386.2857142857
2025-02-04,190901,25.95198087,4.771597573,5.438845,1,0,2,1,4,6,400,2025,0,0,0,0,0,0,0,136912.0,157313.42857142858
2025-02-05,192964,26.20097956,4.76325345,5.500648,2,0,2,1,5,6,401,2025,0,0,0,0,0,0,0,136626.0,156757.42857142858
2025-02-06,206023,26.43246176,4.78590537,5.52298,3,0,2,1,6,6,402,2025,0,0,0,0,0,0,0,142987.0,155548.42857142858
2025-02-07,212857,26.49772176,4.87048025,5.440474,4,0,2,1,7,6,403,2025,0,0,0,0,0,0,0,150090.0,154137.42857142858
2025-02-08,241178,27.36037221,4.825840993,5.669555,5,1,2,1,8,6,404,2025,0,0,0,0,0,0,0,174675.0,153253.7142857143
2025-02-09,255270,27.32377322,4.699118775,5.814659,6,1,2,1,9,6,405,2025,0,0,0,0,0,0,1,188548.0,153763.14285714287
2025-02-10,194283,25.35840233,4.734495434,5.356094,0,0,2,1,10,7,406,2025,0,0,0,0,0,0,0,145087.0,153560.7142857143
2025-02-11,193598,26.49884374,4.714883371,5.620254,1,0,2,1,11,7,407,2025,0,0,0,0,0,0,0,151165.0,155596.85714285713
2025-02-12,204393,26.28445754,4.758612344,5.523555,2,0,2,1,12,7,408,2025,0,0,0,0,0,0,0,257487.0,172862.7142857143
2025-02-13,225451,26.69431091,4.983153468,5.356911,3,0,2,1,13,7,409,2025,0,0,0,0,0,0,0,169252.0,176614.85714285713
2025-02-14,355450,29.5285847,6.756332446,4.370505,4,0,2,1,14,7,410,2025,0,0,0,0,0,0,0,162895.0,178444.14285714287
2025-02-15,273840,27.13021162,5.240796326,5.176735,5,1,2,1,15,7,411,2025,0,0,0,0,0,0,0,189534.0,180566.85714285713
2025-02-16,254489,26.53680937,4.764748686,5.569404,6,1,2,1,16,7,412,2025,0,1,0,0,0,0,0,194018.0,181348.2857142857
2025-02-17,223956,26.04781796,4.675556111,5.571063,0,0,2,1,17,8,413,2025,1,1,0,0,0,0,0,168221.0,184653.14285714287
2025-02-18,200705,26.38018654,4.680410968,5.636297,1,0,2,1,18,8,414,2025,0,1,0,0,0,0,0,145021.0,183775.42857142858
2025-02-19,205145,26.49422428,4.684184497,5.656102,2,0,2,1,19,8,415,2025,0,0,0,0,0,0,0,145356.0,167756.7142857143
2025-02-20,212137,26.52464752,4.842241678,5.477762,3,0,2,1,20,8,416,2025,0,0,0,0,0,0,0,159910.0,166422.14285714287
2025-02-21,221542,26.45465654,4.963589208,5.329743,4,0,2,1,21,8,417,2025,0,0,0,0,0,0,0,170073.0,167447.57142857142
2025-02-22,250472,26.54279732,4.959968375,5.351405,5,1,2,1,22,8,418,2025,0,0,0,0,0,0,0,192608.0,167886.7142857143
2025-02-23,252550,26.65916618,4.823521368,5.52691,6,1,2,1,23,8,419,2025,0,0,0,0,0,0,0,196023.0,168173.14285714287
2025-02-24,201868,26.06171607,4.787373355,5.443844,0,0,2,1,24,9,420,2025,0,0,0,0,0,0,0,156970.0,166565.85714285713
2025-02-25,197082,25.75152312,4.859111026,5.299637,1,0,2,1,25,9,421,2025,0,0,0,0,0,0,0,149430.0,167195.7142857143
2025-02-26,199467,25.9340158,4.924181153,5.266666,2,0,2,1,26,9,422,2025,0,0,0,0,0,0,0,156140.0,168736.2857142857
2025-02-27,212556,26.15200187,4.953505928,5.279493,3,0,2,1,27,9,423,2025,0,0,0,0,0,0,0,161492.0,168962.2857142857
2025-02-28,219849,26.16900418,5.057375052,5.174424,4,0,2,1,28,9,424,2025,0,0,0,0,0,0,0,175835.0,169785.42857142858
2025-03-01,251700,26.9421644,4.975646013,5.414807,5,1,3,1,1,9,425,2025,0,0,0,0,0,0,0,202090.0,171140.0
2025-03-02,261033,27.29859677,4.797831035,5.689779,6,1,3,1,2,9,426,2025,0,0,0,0,0,0,0,199201.0,171594.0
2025-03-03,211053,26.35772252,4.701651413,5.606056,0,0,3,1,3,10,427,2025,0,0,0,0,0,0,0,160654.0,172120.2857142857
2025-03-04,201233,26.27683685,4.746120459,5.536488,1,0,3,1,4,10,428,2025,0,0,0,0,0,0,0,158384.0,173399.42857142858
2025-03-05,201758,26.37608898,4.792970269,5.503078,2,0,3,1,5,10,429,2025,0,0,0,0,0,0,0,155596.0,173321.7142857143
2025-03-06,206877,26.26651822,4.843315534,5.423251,3,0,3,1,6,10,430,2025,0,0,0,0,0,0,0,160374.0,173162.0
2025-03-07,212748,26.69926537,4.972956468,5.368892,4,0,3,1,7,10,431,2025,0,0,0,0,0,0,0,164706.0,171572.14285714287
2025-03-08,243055,26.93885154,4.994288853,5.393931,5,1,3,1,8,10,432,2025,0,0,0,0,0,0,0,188031.0,169563.7142857143
2025-03-09,249884,27.225869,4.800071296,5.671972,6,1,3,1,9,10,433,2025,0,0,0,0,0,0,0,195178.0,168989.0
2025-03-10,199917,26.25995328,4.772750776,5.502058,0,0,3,1,10,11,434,2025,0,0,0,0,0,0,0,156000.0,168324.14285714287
2025-03-11,189715,26.24865904,4.831514169,5.432802,1,0,3,1,11,11,435,2025,0,0,0,0,0,0,0,147731.0,166802.2857142857
2025-03-12,193734,25.94084281,4.872660676,5.323753,2,0,3,1,12,11,436,2025,0,0,0,0,0,0,0,148856.0,165839.42857142858
2025-03-13,202995,25.9871987,4.905700456,5.297347,3,0,3,1,13,11,437,2025,0,0,0,0,0,0,0,158180.0,165526.0
2025-03-14,214204,26.43906794,5.015186404,5.271802,4,0,3,1,14,11,438,2025,0,0,0,0,0,0,0,168043.0,166002.7142857143
2025-03-15,239572,26.88955517,4.985670235,5.393368,5,1,3,1,15,11,439,2025,0,0,0,0,0,0,0,181027.0,165002.14285714287
2025-03-16,243233,27.00090559,4.741118599,5.69505,6,1,3,1,16,11,440,2025,0,0,0,0,0,0,0,186327.0,163737.7142857143
2025-03-17,201278,25.97563221,4.738418238,5.481921,0,0,3,1,17,12,441,2025,0,0,0,0,0,0,0,153079.0,163320.42857142858
2025-03-18,187935,25.62516492,4.834206349,5.300801,1,0,3,1,18,12,442,2025,0,0,0,0,0,0,0,147752.0,163323.42857142858
2025-03-19,190103,25.68007554,4.874182562,5.268591,2,0,3,1,19,12,443,2025,0,0,0,0,0,0,0,149615.0,163431.85714285713
2025-03-20,200008,25.72832517,4.896362043,5.25458,3,0,3,1,20,12,444,2025,0,0,0,0,0,0,0,158746.0,163512.7142857143
2025-03-21,212200,26.05339538,5.032799727,5.17672,4,0,3,1,21,12,445,2025,0,0,0,0,0,0,0,169213.0,163679.85714285713
2025-03-22,234463,26.36461207,4.985435348,5.288327,5,1,3,1,22,12,446,2025,0,0,0,0,0,0,0,193421.0,165450.42857142858
2025-03-23,240804,26.53523114,4.758255398,5.576672,6,1,3,1,23,12,447,2025,0,0,0,0,0,0,0,191911.0,166248.14285714287
2025-03-24,200662,25.73236736,4.734001786,5.435648,0,0,3,1,24,13,448,2025,0,0,0,0,0,0,0,157260.0,166845.42857142858
2025-03-25,189702,25.26264473,4.813674741,5.2481,1,0,3,1,25,13,449,2025,0,0,0,0,0,0,0,153658.0,167689.14285714287
2025-03-26,192347,25.46504952,4.881193021,5.216972,2,0,3,1,26,13,450,2025,0,0,0,0,0,0,0,155789.0,168571.14285714287
2025-03-27,201165,25.25821883,4.917846272,5.136033,3,0,3,1,27,13,451,2025,0,0,0,0,0,0,0,163875.0,169303.85714285713
2025-03-28,212378,25.66273461,5.022994562,5.109051,4,0,3,1,28,13,452,2025,0,0,0,0,0,0,0,177500.0,170487.7142857143
2025-03-29,238030,26.0509858,5.015449468,5.194148,5,1,3,1,29,13,453,2025,0,0,0,0,0,0,0,188641.0,169804.85714285713
2025-03-30,245020,26.21586352,4.796149348,5.466023,6,1,3,1,30,13,454,2025,0,0,0,0,0,0,0,179815.0,168076.85714285713
2025-03-31,201166,25.44061178,4.785804428,5.315849,0,0,3,1,31,14,455,2025,0,0,0,0,0,0,0,158677.0,168279.2857142857
2025-04-01,193935,26.04159203,4.806366534,5.418145,1,0,4,2,1,14,456,2025,0,0,0,0,0,0,0,155765.0,168580.2857142857
2025-04-02,192824,25.90542775,4.842987628,5.349059,2,0,4,2,2,14,457,2025,0,0,0,0,0,0,0,157499.0,168824.57142857142
2025-04-03,197802,26.17553018,4.892741286,5.34987,3,0,4,2,3,14,458,2025,0,0,0,0,0,0,0,157613.0,167930.0
2025-04-04,207248,26.28022355,5.012293728,5.243153,4,0,4,2,4,14,459,2025,0,0,0,0,0,0,0,164519.0,166075.57142857142
2025-04-05,233810,26.73533925,4.978729988,5.369911,5,1,4,2,5,14,460,2025,0,0,0,0,0,0,0,182540.0,165204.0
2025-04-06,236719,26.8003464,4.755860311,5.635226,6,1,4,2,6,14,461,2025,0,0,0,0,0,0,0,185402.0,166002.14285714287
2025-04-07,192385,26.2419671,4.732820206,5.544679,0,0,4,2,7,15,462,2025,0,0,0,0,0,0,0,152260.0,165085.42857142858
2025-04-08,182341,26.29661969,4.824992332,5.450085,1,0,4,2,8,15,463,2025,0,0,0,0,0,0,0,141302.0,163019.2857142857
2025-04-09,183481,25.91419597,4.842212956,5.351726,2,0,4,2,9,15,464,2025,0,0,0,0,0,0,0,144643.0,161182.7142857143
2025-04-10,194158,26.09021143,4.904353417,5.319807,3,0,4,2,10,15,465,2025,0,0,0,0,0,0,0,152338.0,160429.14285714287
2025-04-11,205891,26.39410023,4.992414137,5.286841,4,0,4,2,11,15,466,2025,0,0,0,0,0,0,0,159981.0,159780.85714285713
2025-04-12,231563,26.53238721,4.983852705,5.32367,5,1,4,2,12,15,467,2025,0,0,0,0,0,0,0,180055.0,159425.85714285713
2025-04-13,230594,26.63590644,4.801947813,5.546896,6,1,4,2,13,15,468,2025,0,0,0,0,0,0,0,183130.0,159101.2857142857
2025-04-14,189658,25.83913449,4.79193193,5.392217,0,0,4,2,14,16,469,2025,0,0,0,0,0,0,0,147702.0,158450.14285714287
2025-04-15,183211,25.99599042,4.829617454,5.382619,1,0,4,2,15,16,470,2025,0,0,0,0,0,0,0,140612.0,158351.57142857142
2025-04-16,184228,25.63432155,4.859520516,5.275072,2,0,4,2,16,16,471,2025,0,0,0,0,0,0,0,143598.0,158202.2857142857
2025-04-17,194444,25.95923392,4.917797268,5.27863,3,0,4,2,17,16,472,2025,0,0,0,0,0,0,0,150189.0,157895.2857142857
2025-04-18,211021,26.33892058,4.971596008,5.29788,4,0,4,2,18,16,473,2025,0,0,0,0,0,0,0,158828.0,157730.57142857142
2025-04-19,226257,26.81514446,4.906032795,5.465749,5,1,4,2,19,16,474,2025,0,0,0,0,0,0,0,182045.0,158014.85714285713
2025-04-20,222006,25.33323162,4.824232995,5.251245,6,1,4,2,20,16,475,2025,0,0,0,0,0,0,0,189028.0,158857.42857142858
2025-04-21,190755,25.78820115,4.875770567,5.289051,0,0,4,2,21,17,476,2025,0,0,0,0,0,0,0,149245.0,159077.85714285713
2025-04-22,179354,25.86787621,4.892761287,5.286969,1,0,4,2,22,17,477,2025,0,0,0,0,0,0,0,142469.0,159343.14285714287
2025-04-23,182201,25.24958392,4.832492928,5.22496,2,0,4,2,23,17,478,2025,0,0,0,0,0,0,0,144671.0,159496.42857142858
2025-04-24,190282,25.41153304,4.953503338,5.130012,3,0,4,2,24,17,479,2025,0,0,0,0,0,0,0,153173.0,159922.7142857143
2025-04-25,204857,25.90570056,5.129350094,5.050484,4,0,4,2,25,17,480,2025,0,0,0,0,0,0,0,163419.0,160578.57142857142
2025-04-26,231259,26.10955902,5.078917029,5.140773,5,1,4,2,26,17,481,2025,0,0,0,0,0,0,0,184680.0,160955.0
2025-04-27,229501,26.20430791,4.893077239,5.355384,6,1,4,2,27,17,482,2025,0,0,0,0,0,0,0,187756.0,160773.2857142857
2025-04-28,186252,25.4012606,4.894233817,5.190038,0,0,4,2,28,18,483,2025,0,0,0,0,0,0,0,152722.0,161270.0
2025-04-29,180225,25.62591905,4.963023938,5.163368,1,0,4,2,29,18,484,2025,0,0,0,0,0,0,0,147260.0,161954.42857142858
2025-04-30,183055,25.45294043,4.980159699,5.110868,2,0,4,2,30,18,485,2025,0,0,0,0,0,0,0,150525.0,162790.7142857143
2025-05-01,198128,26.12936455,5.034448603,5.190114,3,0,5,2,1,18,486,2025,0,0,0,0,0,0,0,155768.0,163161.42857142858
2025-05-02,209536,26.59824503,5.12243845,5.192497,4,0,5,2,2,18,487,2025,0,0,0,0,0,0,0,163011.0,163103.14285714287
2025-05-03,235099,26.59007035,5.092504617,5.221413,5,1,5,2,3,18,488,2025,0,0,0,0,0,0,0,184889.0,163133.0
2025-05-04,236749,26.78704016,4.847414839,5.526047,6,1,5,2,4,18,489,2025,0,0,0,0,0,0,0,189154.0,163332.7142857143
2025-05-05,192761,26.59390577,4.831639335,5.504116,0,0,5,2,5,19,490,2025,0,0,0,0,0,0,0,151712.0,163188.42857142858
2025-05-06,184452,26.29976373,4.95798275,5.304529,1,0,5,2,6,19,491,2025,0,0,0,0,0,0,0,143543.0,162657.42857142858
2025-05-07,184931,26.27014492,4.99303606,5.261357,2,0,5,2,7,19,492,2025,0,0,0,0,0,0,0,145746.0,161974.7142857143
2025-05-08,193301,26.28274241,5.085143467,5.168535,3,0,5,2,8,19,493,2025,0,0,0,0,0,0,0,154415.0,161781.42857142858
2025-05-09,212233,27.2051427,5.341063998,5.093581,4,0,5,2,9,19,494,2025,0,0,0,0,0,0,0,167897.0,162479.42857142858
2025-05-10,262753,28.61599947,5.964259931,4.797913,5,1,5,2,10,19,495,2025,0,0,0,0,0,0,0,192064.0,163504.42857142858
2025-05-11,347181,30.06813095,7.276483791,4.132234,6,1,5,2,11,19,496,2025,0,0,0,0,0,0,0,250117.0,172213.42857142858
2025-05-12,194083,26.2185888,4.961696895,5.284198,0,0,5,2,12,20,497,2025,0,0,0,0,0,0,0,148946.0,171818.2857142857
2025-05-13,184747,26.12039389,4.89316563,5.338138,1,0,5,2,13,20,498,2025,0,0,0,0,0,0,0,144706.0,171984.42857142858
2025-05-14,184294,26.06096726,4.952234335,5.262466,2,0,5,2,14,20,499,2025,0,0,0,0,0,0,0,145287.0,171918.85714285713
2025-05-15,194555,26.16686911,5.041418737,5.190378,3,0,5,2,15,20,500,2025,0,0,0,0,0,0,0,151371.0,171484.0
2025-05-16,204149,26.53247976,5.202086768,5.100353,4,0,5,2,16,20,501,2025,0,0,0,0,0,0,0,157591.0,170011.7142857143
2025-05-17,227847,26.60855508,5.108838809,5.208337,5,1,5,2,17,20,502,2025,0,0,0,0,0,0,0,179070.0,168155.42857142858
2025-05-18,228137,26.70696985,4.893059905,5.458133,6,1,5,2,18,20,503,2025,0,0,0,0,0,0,0,177941.0,157844.57142857142
2025-05-19,188388,26.05760993,4.895688392,5.322563,0,0,5,2,19,21,504,2025,0,0,0,0,0,0,0,147814.0,157682.85714285713
2025-05-20,182928,25.69239848,4.951107996,5.189222,1,0,5,2,20,21,505,2025,0,0,0,0,0,0,0,142468.0,157363.14285714287
2025-05-21,189167,25.21773512,4.89993724,5.146542,2,0,5,2,21,21,506,2025,0,0,0,0,0,0,0,145028.0,157326.14285714287
2025-05-22,199741,25.94219735,5.068301978,5.118518,3,0,5,2,22,21,507,2025,0,0,0,0,0,0,0,155031.0,157849.0
2025-05-23,212686,26.60892565,5.106510073,5.210785,4,0,5,2,23,21,508,2025,0,0,0,0,0,0,0,169764.0,159588.0
2025-05-24,231242,26.96357405,5.144633661,5.241107,5,1,5,2,24,21,509,2025,0,0,0,0,0,0,0,179769.0,159687.85714285713
2025-05-25,227383,26.22065088,5.007651797,5.236117,6,1,5,2,25,21,510,2025,0,1,0,0,0,0,0,178226.0,159728.57142857142
2025-05-26,223426,26.1084842,4.908730295,5.318786,0,0,5,2,26,22,511,2025,1,1,0,0,0,0,0,170784.0,163010.0
2025-05-27,188032,25.14918221,4.892080177,5.140795,1,0,5,2,27,22,512,2025,0,1,0,0,0,0,0,145510.0,163444.57142857142
2025-05-28,191845,25.18315098,4.887086792,5.152999,2,0,5,2,28,22,513,2025,0,0,0,0,0,0,0,146206.0,163612.85714285713
2025-05-29,201748,25.47440322,4.96286108,5.133008,3,0,5,2,29,22,514,2025,0,0,0,0,0,0,0,154620.0,163554.14285714287
2025-05-30,218662,25.8809672,5.07030376,5.104421,4,0,5,2,30,22,515,2025,0,0,0,0,0,0,0,165908.0,163003.2857142857
2025-05-31,233395,26.38381863,5.114473237,5.158658,5,1,5,2,31,22,516,2025,0,0,0,0,0,0,0,178281.0,162790.7142857143
2025-06-01,231981,26.94586195,4.915480442,5.481837,6,1,6,2,1,22,517,2025,0,0,0,0,0,0,0,183346.0,163522.14285714287
2025-06-02,197327,26.12576718,4.933806165,5.295256,0,0,6,2,2,23,518,2025,0,0,0,0,0,0,0,157232.0,161586.14285714287
2025-06-03,194372,26.27033071,4.917152217,5.34259,1,0,6,2,3,23,519,2025,0,0,0,0,0,0,0,150768.0,162337.2857142857
2025-06-04,195340,25.88831187,4.954751808,5.224946,2,0,6,2,4,23,520,2025,0,0,0,0,0,0,0,152126.0,163183.0
2025-06-05,205533,26.15754584,5.000845409,5.230625,3,0,6,2,5,23,521,2025,0,0,0,0,0,0,0,159997.0,163951.14285714287
2025-06-06,215017,26.54372612,5.132524962,5.17167,4,0,6,2,6,23,522,2025,0,0,0,0,0,0,0,166625.0,164053.57142857142
